Global_site_id,site_id,event_id,Length,RR_PGV,RR_PGD,N_PGV,N_PGD,,,,,,,
{651D3F8C-1BF5-40B5-B00C-08E0E184FDD3}_2123,2123,"[0, 1, 2, 3, 4…",119.917,"[0.00045095848, 0.0, 0.0, 0.0,…","[0.00045095848, 0.0, 0.0, 0.0,…","[0.00045095848, 0.0, 0.0, 0.0,…","[0.00045095848, 0.0, 0.0, 0.0,…",,,,,,,

