lon,lat,vs30,z1pt0,z2pt5,vs30measured
-76.7,-12.14,760,33.72291916,0.5145,0
-76.88,-12.15,760,33.72291916,0.5145,0
-76.87,-12.15,696.68527,49.79273248,0.5145,0
-76.86,-12.15,760,33.72291916,0.5145,0
-76.85,-12.15,760,33.72291916,0.5145,0
-76.84,-12.15,760,33.72291916,0.5145,0
-76.83,-12.15,418.94159,271.660796,0.5145,0
-76.82,-12.15,599.2076,97.81910666,0.5145,0
-76.81,-12.15,718.68023,43.32016751,0.5145,0
-76.8,-12.15,760,33.72291916,0.5145,0
-76.79,-12.15,495.77874,216.4190559,0.5145,0
-76.78,-12.15,760,33.72291916,0.5145,0
-76.77,-12.15,760,33.72291916,0.5145,0
-76.76,-12.15,760,33.72291916,0.5145,0
-76.75,-12.15,494.87984,216.9499145,0.5145,0
-76.74,-12.15,503.22176,213.839479,0.5145,0
-76.73,-12.15,760,33.72291916,0.5145,0
-76.72,-12.15,760,33.72291916,0.5145,0
-76.71,-12.15,757.9183,34.13985977,0.5145,0
-76.7,-12.15,760,33.72291916,0.5145,0
-76.69,-12.15,760,33.72291916,0.5145,0
-76.88,-12.16,711.53715,45.30278454,0.5145,0
-76.87,-12.16,760,33.72291916,0.5145,0
-76.86,-12.16,760,33.72291916,0.5145,0
-76.85,-12.16,345.75856,352.0389299,0.5145,0
-76.84,-12.16,569.21707,123.1189756,0.5145,0
-76.83,-12.16,760,33.72291916,0.5145,0
-76.82,-12.16,760,33.72291916,0.5145,0
-76.81,-12.16,760,33.72291916,0.5145,0
-76.8,-12.16,760,33.72291916,0.5145,0
-76.79,-12.16,760,33.72291916,0.5145,0
-76.78,-12.16,654.61369,65.81984886,0.5145,0
-76.77,-12.16,760,33.72291916,0.5145,0
-76.76,-12.16,541.47144,154.0109395,0.5145,0
-76.75,-12.16,760,33.72291916,0.5145,0
-76.74,-12.16,760,33.72291916,0.5145,0
-76.73,-12.16,760,33.72291916,0.5145,0
-76.72,-12.16,760,33.72291916,0.5145,0
-76.71,-12.16,724.88923,41.68243436,0.5145,0
-76.7,-12.16,760,33.72291916,0.5145,0
-76.69,-12.16,760,33.72291916,0.5145,0
-76.88,-12.17,760,33.72291916,0.5145,0
-76.87,-12.17,760,33.72291916,0.5145,0
-76.86,-12.17,760,33.72291916,0.5145,0
-76.85,-12.17,364.62293,327.676121,0.5145,0
-76.84,-12.17,760,33.72291916,0.5145,0
-76.83,-12.17,729.27339,40.57151358,0.5145,0
-76.82,-12.17,760,33.72291916,0.5145,0
-76.81,-12.17,760,33.72291916,0.5145,0
-76.8,-12.17,444.51917,250.7737038,0.5145,0
-76.79,-12.17,558.71808,133.8278946,0.5145,0
-76.78,-12.17,669.08038,59.67979102,0.5145,0
-76.77,-12.17,636.05319,74.87200541,0.5145,0
-76.76,-12.17,760,33.72291916,0.5145,0
-76.75,-12.17,700.94013,48.45287057,0.5145,0
-76.74,-12.17,734.20719,39.3643041,0.5145,0
-76.73,-12.17,760,33.72291916,0.5145,0
-76.72,-12.17,760,33.72291916,0.5145,0
-76.71,-12.17,760,33.72291916,0.5145,0
-76.7,-12.17,760,33.72291916,0.5145,0
-76.69,-12.17,760,33.72291916,0.5145,0
-76.68,-12.17,760,33.72291916,0.5145,0
-76.88,-12.18,638.74,73.47135075,0.5145,0
-76.87,-12.18,760,33.72291916,0.5145,0
-76.86,-12.18,760,33.72291916,0.5145,0
-76.85,-12.18,760,33.72291916,0.5145,0
-76.84,-12.18,760,33.72291916,0.5145,0
-76.83,-12.18,760,33.72291916,0.5145,0
-76.82,-12.18,760,33.72291916,0.5145,0
-76.81,-12.18,657.92392,64.34918122,0.5145,0
-76.8,-12.18,757.86034,34.15155845,0.5145,0
-76.79,-12.18,760,33.72291916,0.5145,0
-76.78,-12.18,500.49883,219.1009782,0.5145,0
-76.77,-12.18,760,33.72291916,0.5145,0
-76.76,-12.18,760,33.72291916,0.5145,0
-76.75,-12.18,565.35454,126.9324008,0.5145,0
-76.74,-12.18,760,33.72291916,0.5145,0
-76.73,-12.18,760,33.72291916,0.5145,0
-76.72,-12.18,715.37695,44.22354075,0.5145,0
-76.71,-12.18,651.62023,67.18532639,0.5145,0
-76.7,-12.18,760,33.72291916,0.5145,0
-76.69,-12.18,760,33.72291916,0.5145,0
-76.68,-12.18,548.80589,145.0020003,0.5145,0
-76.67,-12.18,496.46025,216.0180852,0.5145,0
-76.88,-12.19,728.50627,40.76325896,0.5145,0
-76.87,-12.19,687.36349,52.89013945,0.5145,0
-76.86,-12.19,519.54242,185.3480054,0.5145,0
-76.85,-12.19,760,33.72291916,0.5145,0
-76.84,-12.19,760,33.72291916,0.5145,0
-76.83,-12.19,568.51517,123.8014229,0.5145,0
-76.82,-12.19,760,33.72291916,0.5145,0
-76.81,-12.19,760,33.72291916,0.5145,0
-76.8,-12.19,760,33.72291916,0.5145,0
-76.79,-12.19,317.77874,394.5169165,0.5145,0
-76.78,-12.19,760,33.72291916,0.5145,0
-76.77,-12.19,540.79487,154.8760171,0.5145,0
-76.76,-12.19,527.75831,172.7670409,0.5145,0
-76.75,-12.19,760,33.72291916,0.5145,0
-76.74,-12.19,639.40093,73.13172775,0.5145,0
-76.73,-12.19,661.92659,62.62417656,0.5145,0
-76.72,-12.19,760,33.72291916,0.5145,0
-76.71,-12.19,760,33.72291916,0.5145,0
-76.7,-12.19,760,33.72291916,0.5145,0
-76.69,-12.19,625.91204,80.46192995,0.5145,0
-76.68,-12.19,675.77843,57.07509939,0.5145,0
-76.67,-12.19,641.2703,72.18148438,0.5145,0
-76.88,-12.2,760,33.72291916,0.5145,0
-76.87,-12.2,760,33.72291916,0.5145,0
-76.86,-12.2,564.31848,127.9797666,0.5145,0
-76.85,-12.2,456.57243,241.8778447,0.5145,0
-76.84,-12.2,760,33.72291916,0.5145,0
-76.83,-12.2,760,33.72291916,0.5145,0
-76.82,-12.2,760,33.72291916,0.5145,0
-76.81,-12.2,760,33.72291916,0.5145,0
-76.8,-12.2,494.00083,217.4712227,0.5145,0
-76.79,-12.2,688.66769,52.44288363,0.5145,0
-76.78,-12.2,760,33.72291916,0.5145,0
-76.77,-12.2,760,33.72291916,0.5145,0
-76.76,-12.2,648.4042,68.69114954,0.5145,0
-76.75,-12.2,760,33.72291916,0.5145,0
-76.74,-12.2,760,33.72291916,0.5145,0
-76.73,-12.2,760,33.72291916,0.5145,0
-76.72,-12.2,760,33.72291916,0.5145,0
-76.71,-12.2,760,33.72291916,0.5145,0
-76.7,-12.2,760,33.72291916,0.5145,0
-76.69,-12.2,618.16936,85.07629454,0.5145,0
-76.68,-12.2,760,33.72291916,0.5145,0
-76.67,-12.2,760,33.72291916,0.5145,0
-76.88,-12.21,760,33.72291916,0.5145,0
-76.87,-12.21,607.51754,91.96583868,0.5145,0
-76.86,-12.21,317.39285,395.164593,0.5145,0
-76.85,-12.21,555.89984,136.8943472,0.5145,0
-76.84,-12.21,546.61839,147.619818,0.5145,0
-76.83,-12.21,760,33.72291916,0.5145,0
-76.82,-12.21,760,33.72291916,0.5145,0
-76.81,-12.21,436.08566,257.34292,0.5145,0
-76.8,-12.21,672.1272,58.47732052,0.5145,0
-76.79,-12.21,760,33.72291916,0.5145,0
-76.78,-12.21,760,33.72291916,0.5145,0
-76.77,-12.21,760,33.72291916,0.5145,0
-76.76,-12.21,760,33.72291916,0.5145,0
-76.75,-12.21,760,33.72291916,0.5145,0
-76.74,-12.21,760,33.72291916,0.5145,0
-76.73,-12.21,760,33.72291916,0.5145,0
-76.72,-12.21,760,33.72291916,0.5145,0
-76.71,-12.21,534.31754,163.4664398,0.5145,0
-76.7,-12.21,760,33.72291916,0.5145,0
-76.69,-12.21,566.91024,125.3793412,0.5145,0
-76.68,-12.21,760,33.72291916,0.5145,0
-76.67,-12.21,474.62031,229.544363,0.5145,0
-76.88,-12.22,627.14443,79.75599616,0.5145,0
-76.87,-12.22,327.4788,378.8234504,0.5145,0
-76.86,-12.22,319.59026,391.5010129,0.5145,0
-76.85,-12.22,481.43003,225.1719941,0.5145,0
-76.84,-12.22,608.94126,91.00646726,0.5145,0
-76.83,-12.22,638.81784,73.4312521,0.5145,0
-76.82,-12.22,664.76602,61.43470494,0.5145,0
-76.81,-12.22,760,33.72291916,0.5145,0
-76.8,-12.22,547.34924,146.7388151,0.5145,0
-76.79,-12.22,760,33.72291916,0.5145,0
-76.78,-12.22,541.84016,153.541974,0.5145,0
-76.77,-12.22,577.15506,115.7123253,0.5145,0
-76.76,-12.22,644.7623,70.44654305,0.5145,0
-76.75,-12.22,626.70818,80.005018,0.5145,0
-76.74,-12.22,645.36917,70.15025473,0.5145,0
-76.73,-12.22,760,33.72291916,0.5145,0
-76.72,-12.22,388.23142,301.0660217,0.5145,0
-76.71,-12.22,760,33.72291916,0.5145,0
-76.7,-12.22,760,33.72291916,0.5145,0
-76.69,-12.22,760,33.72291916,0.5145,0
-76.68,-12.22,760,33.72291916,0.5145,0
-76.67,-12.22,760,33.72291916,0.5145,0
-76.88,-12.23,362.1158,330.7425509,0.5145,0
-76.87,-12.23,312.50818,403.5257806,0.5145,0
-76.86,-12.23,318.13836,393.914993,0.5145,0
-76.85,-12.23,497.15474,215.6108061,0.5145,0
-76.84,-12.23,594.3478,101.4537023,0.5145,0
-76.83,-12.23,737.76296,38.5214458,0.5145,0
-76.82,-12.23,468.18679,233.8128103,0.5145,0
-76.81,-12.23,573.3242,119.2166266,0.5145,0
-76.8,-12.23,541.17145,154.3937822,0.5145,0
-76.79,-12.23,693.0718,50.96635693,0.5145,0
-76.78,-12.23,713.37799,44.78141092,0.5145,0
-76.77,-12.23,760,33.72291916,0.5145,0
-76.76,-12.23,760,33.72291916,0.5145,0
-76.75,-12.23,705.63526,47.02517575,0.5145,0
-76.74,-12.23,760,33.72291916,0.5145,0
-76.73,-12.23,745.76069,36.70492586,0.5145,0
-76.72,-12.23,760,33.72291916,0.5145,0
-76.71,-12.23,760,33.72291916,0.5145,0
-76.7,-12.23,760,33.72291916,0.5145,0
-76.69,-12.23,760,33.72291916,0.5145,0
-76.68,-12.23,760,33.72291916,0.5145,0
-76.67,-12.23,760,33.72291916,0.5145,0
-77.06,-11.96,368.19177,323.3956387,0.5145,0
-77.05,-11.96,504.44555,211.5251502,0.5145,0
-77.04,-11.96,760,33.72291916,0.5145,0
-77.03,-11.96,760,33.72291916,0.5145,0
-77.06,-11.97,485.44987,222.6584785,0.5145,0
-77.05,-11.97,526.21899,175.0427227,0.5145,0
-77.04,-11.97,760,33.72291916,0.5145,0
-77.03,-11.97,760,33.72291916,0.5145,0
-77.06,-11.98,347.42752,349.7578498,0.5145,0
-77.05,-11.98,458.08285,240.801794,0.5145,0
-77.04,-11.98,694.03954,50.64875558,0.5145,0
-77.03,-11.98,543.83139,151.0393537,0.5145,0
-77.06,-11.99,534.38189,163.3782715,0.5145,0
-77.05,-11.99,589.93,104.9020306,0.5145,0
-77.04,-11.99,694.11112,50.62536012,0.5145,0
-77.03,-11.99,703.99069,47.51932599,0.5145,0
-77.06,-12,331.36407,372.8394434,0.5145,0
-77.05,-12,563.30816,129.0113099,0.5145,0
-77.04,-12,760,33.72291916,0.5145,0
-77.03,-12,439.21095,254.8739195,0.5145,0
-77.06,-12.01,270.7412,489.7627948,0.5145,0
-77.05,-12.01,390.51086,298.6960337,0.5145,0
-77.04,-12.01,624.12971,81.49645123,0.5145,0
-77.03,-12.01,760,33.72291916,0.5145,0
-77.07,-12.09,326.85492,379.7999266,0.5145,0
-77.07,-12.1,529.93696,169.6077113,0.5145,0
-77.01,-12.07,400.54689,288.637079,0.5145,0
-77,-12.07,294.31837,437.5530479,0.5145,0
-77.01,-12.08,352.95461,342.3841906,0.5145,0
-77,-12.08,369.2937,322.0936025,0.5145,0
-77,-12.09,345.48115,352.4205957,0.5145,0
-76.99,-12.09,352.31803,343.2196067,0.5145,0
-76.98,-12.09,360.54522,332.6890527,0.5145,0
-77,-12.1,362.88645,329.794681,0.5145,0
-76.99,-12.1,354.58793,340.2568147,0.5145,0
-76.98,-12.1,345.74857,352.0526619,0.5145,0
-77,-12.11,349.11003,347.4841677,0.5145,0
-76.99,-12.11,359.11753,334.4758339,0.5145,0
-76.98,-12.11,362.00455,330.8797759,0.5145,0
-76.78,-12.34,635.76341,75.02501364,0.5145,0
-76.77,-12.34,390.6562,298.5460219,0.5145,0
-76.76,-12.34,760,33.72291916,0.5145,0
-76.75,-12.34,760,33.72291916,0.5145,0
-76.74,-12.34,755.35961,34.66101012,0.5145,0
-76.73,-12.34,463.65171,236.9055,0.5145,0
-76.72,-12.34,437.60515,256.1373367,0.5145,0
-76.71,-12.34,429.65218,262.5585624,0.5145,0
-76.7,-12.34,522.40164,180.8463521,0.5145,0
-76.69,-12.34,605.66629,93.23187353,0.5145,0
-76.68,-12.34,733.76396,39.47094156,0.5145,0
-76.78,-12.35,520.70494,183.5013435,0.5145,0
-76.77,-12.35,388.25696,301.0392859,0.5145,0
-76.76,-12.35,582.06679,111.4016994,0.5145,0
-76.75,-12.35,627.43921,79.58826541,0.5145,0
-76.74,-12.35,537.72837,158.8722473,0.5145,0
-76.73,-12.35,760,33.72291916,0.5145,0
-76.72,-12.35,658.82232,63.95699534,0.5145,0
-76.71,-12.35,686.11672,53.3220702,0.5145,0
-76.7,-12.35,760,33.72291916,0.5145,0
-76.69,-12.35,760,33.72291916,0.5145,0
-76.78,-12.36,417.73073,272.724396,0.5145,0
-76.77,-12.36,419.28901,271.3569601,0.5145,0
-76.76,-12.36,399.92239,289.2457201,0.5145,0
-76.75,-12.36,517.93965,187.9314318,0.5145,0
-76.74,-12.36,760,33.72291916,0.5145,0
-76.73,-12.36,725.73985,41.46401056,0.5145,0
-76.72,-12.36,577.19921,115.6726788,0.5145,0
-76.71,-12.36,760,33.72291916,0.5145,0
-76.7,-12.36,581.1017,112.2329662,0.5145,0
-76.69,-12.36,760,33.72291916,0.5145,0
-76.68,-12.36,760,33.72291916,0.5145,0
-76.78,-12.37,360.13674,333.1985733,0.5145,0
-76.77,-12.37,358.84133,334.8234326,0.5145,0
-76.76,-12.37,409.05224,280.5645628,0.5145,0
-76.75,-12.37,621.97454,82.76920291,0.5145,0
-76.74,-12.37,682.18789,54.71168741,0.5145,0
-76.73,-12.37,568.18673,124.1223493,0.5145,0
-76.72,-12.37,612.37281,88.74396442,0.5145,0
-76.71,-12.37,760,33.72291916,0.5145,0
-76.7,-12.37,760,33.72291916,0.5145,0
-76.69,-12.37,595.14498,100.8463128,0.5145,0
-76.68,-12.37,760,33.72291916,0.5145,0
-76.78,-12.38,408.00373,281.5383637,0.5145,0
-76.77,-12.38,383.23562,306.3763519,0.5145,0
-76.76,-12.38,425.88905,265.6953307,0.5145,0
-76.75,-12.38,544.69758,149.9662935,0.5145,0
-76.74,-12.38,538.19751,158.2527661,0.5145,0
-76.73,-12.38,365.29349,326.8643479,0.5145,0
-76.72,-12.38,487.02476,221.6870157,0.5145,0
-76.71,-12.38,586.03565,108.0613462,0.5145,0
-76.7,-12.38,760,33.72291916,0.5145,0
-76.78,-12.39,365.55338,326.5506685,0.5145,0
-76.77,-12.39,336.5566,365.094854,0.5145,0
-76.76,-12.39,481.73831,224.9774878,0.5145,0
-76.75,-12.39,410.81743,278.9383319,0.5145,0
-76.74,-12.39,467.12888,234.5279421,0.5145,0
-76.73,-12.39,591.97171,103.2908348,0.5145,0
-76.72,-12.39,685.23253,53.6310056,0.5145,0
-76.77,-12.4,708.86801,46.07201025,0.5145,0
-76.76,-12.4,530.03943,169.4608639,0.5145,0
-77.13,-11.85,670.09593,59.27565802,0.5145,0
-77.12,-11.85,652.50011,66.78039985,0.5145,0
-77.13,-11.86,698.07133,49.35133928,0.5145,0
-77.12,-11.86,645.66989,70.00400095,0.5145,0
-77.04,-12.08,325.45605,382.0053902,0.5145,0
-77.03,-12.08,343.56746,355.0732291,0.5145,0
-77.12,-11.81,623.31787,81.97305969,0.5145,0
-77.11,-11.81,760,33.72291916,0.5145,0
-77.1,-11.81,631.50373,77.31894737,0.5145,0
-77.09,-11.81,760,33.72291916,0.5145,0
-77.08,-11.81,760,33.72291916,0.5145,0
-77.07,-11.81,760,33.72291916,0.5145,0
-77.06,-11.81,760,33.72291916,0.5145,0
-77.12,-11.82,649.27632,68.27875739,0.5145,0
-77.11,-11.82,615.39527,86.80793902,0.5145,0
-77.1,-11.82,760,33.72291916,0.5145,0
-77.09,-11.82,760,33.72291916,0.5145,0
-77.08,-11.82,586.0593,108.0418114,0.5145,0
-77.07,-11.82,702.09836,48.09580525,0.5145,0
-77.06,-11.82,586.68012,107.53056,0.5145,0
-77.12,-11.83,597.21556,99.28934878,0.5145,0
-77.11,-11.83,474.91637,229.3512037,0.5145,0
-77.1,-11.83,576.33655,116.4503631,0.5145,0
-77.09,-11.83,519.4575,185.4837897,0.5145,0
-77.08,-11.83,579.06718,114.0103698,0.5145,0
-77.07,-11.83,554.43442,138.5227901,0.5145,0
-77.06,-11.83,496.88679,215.7677851,0.5145,0
-77.12,-11.84,420.28819,270.4864166,0.5145,0
-77.11,-11.84,537.02386,159.8081074,0.5145,0
-77.1,-11.84,274.44944,480.8504106,0.5145,0
-77.09,-11.84,280.74481,466.3514358,0.5145,0
-77.08,-11.84,307.46837,412.4806318,0.5145,0
-77.07,-11.84,285.6243,455.6283153,0.5145,0
-77.06,-11.84,265.24459,503.5137566,0.5145,0
-77.11,-11.85,562.82794,129.5051827,0.5145,0
-77.1,-11.85,417.16592,273.2229982,0.5145,0
-77.09,-11.85,214.84443,669.2164827,0.5145,0
-77.08,-11.85,262.52743,510.5618198,0.5145,0
-77.07,-11.85,302.36484,421.9071864,0.5145,0
-77.06,-11.85,291.32471,443.6339526,0.5145,0
-77.11,-11.86,618.07039,85.13734279,0.5145,0
-77.1,-11.86,659.46925,63.67639547,0.5145,0
-77.09,-11.86,429.41352,262.7555805,0.5145,0
-77.08,-11.86,241.16053,572.5596679,0.5145,0
-77.07,-11.86,275.03431,479.4704887,0.5145,0
-77.06,-11.86,328.84832,376.6951817,0.5145,0
-77.12,-11.87,502.6806,214.8727469,0.5145,0
-77.11,-11.87,582.23541,111.2572348,0.5145,0
-77.1,-11.87,409.46825,280.1798178,0.5145,0
-77.09,-11.87,628.0695,79.23107369,0.5145,0
-77.08,-11.87,348.43741,348.3900263,0.5145,0
-77.07,-11.87,367.0587,324.7440536,0.5145,0
-77.06,-11.87,298.12386,430.0298168,0.5145,0
-77.12,-11.88,662.1814,62.51628966,0.5145,0
-77.11,-11.88,760,33.72291916,0.5145,0
-77.1,-11.88,439.65133,254.5293299,0.5145,0
-77.09,-11.88,729.20975,40.58737868,0.5145,0
-77.08,-11.88,397.73195,291.3983008,0.5145,0
-77.07,-11.88,328.11396,377.8337999,0.5145,0
-77.06,-11.88,364.73236,327.5434067,0.5145,0
-77.12,-11.89,616.28504,86.24786876,0.5145,0
-77.11,-11.89,760,33.72291916,0.5145,0
-77.1,-11.89,448.98724,247.4105781,0.5145,0
-77.09,-11.89,759.73859,33.77493327,0.5145,0
-77.08,-11.89,538.55386,157.7841935,0.5145,0
-77.07,-11.89,329.40315,375.8388778,0.5145,0
-77.06,-11.89,312.48015,403.5746473,0.5145,0
-77.12,-11.9,602.56069,95.40397947,0.5145,0
-77.11,-11.9,452.27936,244.9824786,0.5145,0
-77.1,-11.9,751.5516,35.45476525,0.5145,0
-77.09,-11.9,463.83859,236.776653,0.5145,0
-77.08,-11.9,739.32791,38.15749367,0.5145,0
-77.07,-11.9,372.32847,318.5544899,0.5145,0
-77.06,-11.9,342.08376,357.1538576,0.5145,0
-77.12,-11.91,680.93396,55.16449935,0.5145,0
-77.11,-11.91,520.33771,184.0822462,0.5145,0
-77.1,-11.91,458.44334,240.5462056,0.5145,0
-77.09,-11.91,712.41933,45.052007,0.5145,0
-77.08,-11.91,625.23981,80.85021633,0.5145,0
-77.07,-11.91,435.96732,257.4372271,0.5145,0
-77.06,-11.91,358.98098,334.647604,0.5145,0
-77.12,-11.92,596.73519,99.64792641,0.5145,0
-77.11,-11.92,723.98486,41.91620591,0.5145,0
-77.1,-11.92,498.00001,215.1169035,0.5145,0
-77.09,-11.92,760,33.72291916,0.5145,0
-77.08,-11.92,490.60311,219.506943,0.5145,0
-77.07,-11.92,334.17925,368.6055452,0.5145,0
-77.06,-11.92,350.25191,345.9556843,0.5145,0
-77.12,-11.93,453.75725,243.9059153,0.5145,0
-77.11,-11.93,686.17412,53.30209002,0.5145,0
-77.1,-11.93,663.17006,62.09983605,0.5145,0
-77.09,-11.93,563.11119,129.2136007,0.5145,0
-77.08,-11.93,331.03056,373.346636,0.5145,0
-77.07,-11.93,315.94199,397.616356,0.5145,0
-77.06,-11.93,310.93228,406.2892363,0.5145,0
-77.12,-11.94,444.37014,250.8872494,0.5145,0
-77.11,-11.94,655.10041,65.60105015,0.5145,0
-77.1,-11.94,619.95537,83.98376603,0.5145,0
-77.09,-11.94,571.73477,120.7086037,0.5145,0
-77.08,-11.94,357.35509,336.7047162,0.5145,0
-77.07,-11.94,314.7344,399.6772923,0.5145,0
-77.06,-11.94,310.50761,407.0395663,0.5145,0
-77.18,-11.82,591.16843,103.9210985,0.5145,0
-77.17,-11.82,760,33.72291916,0.5145,0
-77.16,-11.82,656.45151,64.99832655,0.5145,0
-77.15,-11.82,680.45799,55.3375784,0.5145,0
-77.14,-11.82,745.18406,36.83234092,0.5145,0
-77.13,-11.82,500.61905,218.8653593,0.5145,0
-77.18,-11.83,760,33.72291916,0.5145,0
-77.17,-11.83,578.24957,114.7343416,0.5145,0
-77.16,-11.83,571.93767,120.5168775,0.5145,0
-77.15,-11.83,760,33.72291916,0.5145,0
-77.14,-11.83,337.20566,364.1464724,0.5145,0
-77.13,-11.83,560.83814,131.576362,0.5145,0
-77.18,-11.84,541.45699,154.0293537,0.5145,0
-77.17,-11.84,525.15445,176.6379725,0.5145,0
-77.16,-11.84,638.77602,73.452792,0.5145,0
-77.15,-11.84,630.23586,78.01823468,0.5145,0
-77.14,-11.84,602.50078,95.44648656,0.5145,0
-77.13,-11.84,514.76298,193.1831851,0.5145,0
-77.16,-11.85,431.55488,260.9970023,0.5145,0
-77.15,-11.85,590.63283,104.343952,0.5145,0
-77.14,-11.85,679.5606,55.66571075,0.5145,0
-77.16,-11.86,215.72711,665.5225617,0.5145,0
-77.15,-11.86,421.45605,269.4750539,0.5145,0
-77.14,-11.86,670.7112,59.03244246,0.5145,0
-77.15,-11.87,231.13985,606.3217475,0.5145,0
-77.14,-11.87,386.96546,302.3964506,0.5145,0
-77.13,-11.87,371.11897,319.9568439,0.5145,0
-77.15,-11.88,229.51494,612.1239406,0.5145,0
-77.14,-11.88,459.34559,239.9085734,0.5145,0
-77.13,-11.88,516.94403,189.558414,0.5145,0
-77.15,-11.89,276.84748,475.2360598,0.5145,0
-77.14,-11.89,593.45166,102.1418434,0.5145,0
-77.13,-11.89,529.66094,170.0040441,0.5145,0
-77.14,-11.9,741.26997,37.71166902,0.5145,0
-77.13,-11.9,370.84397,320.2771926,0.5145,0
-77.14,-11.91,569.0207,123.3094388,0.5145,0
-77.13,-11.91,498.74682,214.6821687,0.5145,0
-77.14,-11.92,531.14768,167.8825514,0.5145,0
-77.13,-11.92,493.57912,217.7220978,0.5145,0
-77.14,-11.93,291.54782,443.175695,0.5145,0
-77.13,-11.93,400.73301,288.4561165,0.5145,0
-77.13,-11.94,396.35141,292.7693525,0.5145,0
-77.13,-11.95,271.34628,488.2889936,0.5145,0
-77.12,-11.95,393.38944,295.7491604,0.5145,0
-77.11,-11.95,288.2448,450.0452296,0.5145,0
-77.1,-11.95,343.52883,355.1271332,0.5145,0
-76.97,-11.88,760,33.72291916,0.5145,0
-76.96,-11.88,760,33.72291916,0.5145,0
-76.95,-11.88,545.82159,148.5877044,0.5145,0
-76.94,-11.88,760,33.72291916,0.5145,0
-76.93,-11.88,694.30633,50.56162415,0.5145,0
-76.92,-11.88,760,33.72291916,0.5145,0
-76.91,-11.88,760,33.72291916,0.5145,0
-76.9,-11.88,760,33.72291916,0.5145,0
-76.73,-11.88,602.31707,95.57697621,0.5145,0
-76.97,-11.89,760,33.72291916,0.5145,0
-76.96,-11.89,760,33.72291916,0.5145,0
-76.95,-11.89,760,33.72291916,0.5145,0
-76.94,-11.89,760,33.72291916,0.5145,0
-76.93,-11.89,760,33.72291916,0.5145,0
-76.92,-11.89,760,33.72291916,0.5145,0
-76.73,-11.89,760,33.72291916,0.5145,0
-76.72,-11.89,760,33.72291916,0.5145,0
-76.97,-11.9,760,33.72291916,0.5145,0
-76.96,-11.9,760,33.72291916,0.5145,0
-76.95,-11.9,760,33.72291916,0.5145,0
-76.94,-11.9,760,33.72291916,0.5145,0
-76.93,-11.9,760,33.72291916,0.5145,0
-76.92,-11.9,760,33.72291916,0.5145,0
-76.75,-11.9,760,33.72291916,0.5145,0
-76.74,-11.9,727.38281,41.04607796,0.5145,0
-76.73,-11.9,760,33.72291916,0.5145,0
-76.72,-11.9,635.02964,75.41416915,0.5145,0
-76.71,-11.9,760,33.72291916,0.5145,0
-76.7,-11.9,760,33.72291916,0.5145,0
-76.97,-11.91,621.86501,82.83453354,0.5145,0
-76.96,-11.91,554.17384,138.814835,0.5145,0
-76.95,-11.91,760,33.72291916,0.5145,0
-76.94,-11.91,760,33.72291916,0.5145,0
-76.93,-11.91,760,33.72291916,0.5145,0
-76.92,-11.91,760,33.72291916,0.5145,0
-76.76,-11.91,684.84014,53.76880763,0.5145,0
-76.75,-11.91,760,33.72291916,0.5145,0
-76.74,-11.91,760,33.72291916,0.5145,0
-76.73,-11.91,760,33.72291916,0.5145,0
-76.72,-11.91,760,33.72291916,0.5145,0
-76.71,-11.91,760,33.72291916,0.5145,0
-76.7,-11.91,760,33.72291916,0.5145,0
-76.69,-11.91,760,33.72291916,0.5145,0
-76.97,-11.92,760,33.72291916,0.5145,0
-76.96,-11.92,543.348,151.6422741,0.5145,0
-76.95,-11.92,667.73216,60.22152918,0.5145,0
-76.94,-11.92,760,33.72291916,0.5145,0
-76.93,-11.92,760,33.72291916,0.5145,0
-76.92,-11.92,403.7037,285.5942617,0.5145,0
-76.78,-11.92,760,33.72291916,0.5145,0
-76.77,-11.92,760,33.72291916,0.5145,0
-76.76,-11.92,760,33.72291916,0.5145,0
-76.75,-11.92,760,33.72291916,0.5145,0
-76.74,-11.92,756.71285,34.3841812,0.5145,0
-76.73,-11.92,760,33.72291916,0.5145,0
-76.72,-11.92,760,33.72291916,0.5145,0
-76.71,-11.92,760,33.72291916,0.5145,0
-76.7,-11.92,760,33.72291916,0.5145,0
-76.69,-11.92,760,33.72291916,0.5145,0
-76.68,-11.92,760,33.72291916,0.5145,0
-76.97,-11.93,760,33.72291916,0.5145,0
-76.96,-11.93,438.70522,255.2706473,0.5145,0
-76.95,-11.93,760,33.72291916,0.5145,0
-76.94,-11.93,760,33.72291916,0.5145,0
-76.93,-11.93,760,33.72291916,0.5145,0
-76.82,-11.93,760,33.72291916,0.5145,0
-76.81,-11.93,760,33.72291916,0.5145,0
-76.8,-11.93,760,33.72291916,0.5145,0
-76.79,-11.93,637.4317,74.1493365,0.5145,0
-76.78,-11.93,760,33.72291916,0.5145,0
-76.77,-11.93,760,33.72291916,0.5145,0
-76.76,-11.93,678.48546,56.06197748,0.5145,0
-76.75,-11.93,760,33.72291916,0.5145,0
-76.74,-11.93,760,33.72291916,0.5145,0
-76.73,-11.93,760,33.72291916,0.5145,0
-76.72,-11.93,760,33.72291916,0.5145,0
-76.71,-11.93,760,33.72291916,0.5145,0
-76.7,-11.93,760,33.72291916,0.5145,0
-76.69,-11.93,705.74597,46.99213664,0.5145,0
-76.68,-11.93,760,33.72291916,0.5145,0
