site_id,lon,lat,PGA_POE_1.0_yr,PGA_POE_10.0_yr,PGA_POE_50.0_yr,PGA_POE_100.0_yr,PGA_POE_500.0_yr
0,-77.09,-12.04,1.0000000000000004e-06,0.03438360561110518,0.14078526085970453,0.21486764015582016,0.4576562990919694
1,-77.05,-12.11,1.0000000000000004e-06,0.030599460645472504,0.12890979158787094,0.19895669836151725,0.47101747018020645
2,-77.04,-12.11,1.0000000000000004e-06,0.029525657635460015,0.12989781556783087,0.20130649578766427,0.41902511750192806
3,-77.03,-12.11,1.0000000000000004e-06,0.033159748002792096,0.142451756773406,0.21156001262389532,0.4712360325209824
4,-77.02,-12.11,1.0000000000000004e-06,0.0332885161825842,0.14219557156890492,0.2166889806750207,0.485234899985174
5,-77.01,-12.11,1.0000000000000004e-06,0.03294807414841365,0.13952598719787676,0.21030211751974462,0.4853232108969984
6,-77.04,-12.12,1.0000000000000004e-06,0.030649545718427706,0.1333582349869151,0.20643218716235254,0.4435613814411257
7,-77.03,-12.12,1.0000000000000004e-06,0.03389337261704615,0.1466172314812631,0.2190140082029665,0.5040062996069017
8,-77.02,-12.12,1.0000000000000004e-06,0.03363530745515676,0.14279767193195916,0.2255952709248584,0.48116466378859507
9,-77.01,-12.12,1.0000000000000004e-06,0.03425086130946248,0.1460938613236831,0.23073977916464042,0.5077297392106195
10,-77.03,-12.13,1.0000000000000004e-06,0.029275122560344514,0.1284469809689124,0.19295885297788776,0.4547279899971059
11,-77.02,-12.13,1.0000000000000004e-06,0.03403549245325363,0.1405779516444585,0.22296611879989037,0.4470355436049711
12,-77.01,-12.13,1.0000000000000004e-06,0.033885799917142946,0.14133453493016637,0.2124607849923408,0.502182975401145
13,-77.02,-12.16,1.0000000000000004e-06,0.03296925888540165,0.13876476623938971,0.20521556776324662,0.4462048452374415
14,-77.01,-12.16,1.0000000000000004e-06,0.03520397181419928,0.15121832087516954,0.23782387343999084,0.4737280506487932
15,-77.0,-12.16,1.0000000000000004e-06,0.03393745746052097,0.14876343998287592,0.23427472544768907,0.494718394966655
16,-76.99,-12.16,1.0000000000000004e-06,0.03367905624646178,0.13677796166420475,0.21288891944593943,0.4823404552523543
17,-76.98,-12.16,1.0000000000000004e-06,0.032493293712454845,0.13724267667144632,0.2194886685145914,0.43234911653734726
18,-77.03,-12.17,1.0000000000000004e-06,0.030889011283308634,0.13325370985744217,0.20923539884235332,0.41322238724317756
19,-77.02,-12.17,1.0000000000000004e-06,0.03301469992885372,0.14196843453316801,0.21132557151708703,0.4334629666364234
20,-77.01,-12.17,1.0000000000000004e-06,0.03509974073724026,0.1478803196021453,0.2252137745544408,0.4735961625167391
21,-77.0,-12.17,1.0000000000000004e-06,0.034186291183818905,0.14466024325827878,0.22059824895373764,0.4532718499966503
22,-76.99,-12.17,1.0000000000000004e-06,0.033756632313639914,0.14877153354900782,0.2273580688072552,0.4949895498772913
23,-76.98,-12.17,1.0000000000000004e-06,0.0334280396181527,0.1415433164403121,0.20876691109632656,0.44007156985924895
24,-77.03,-12.18,1.0000000000000004e-06,0.029668620133298566,0.1270826949323274,0.192737542629802,0.42087745494427076
25,-77.02,-12.18,1.0000000000000004e-06,0.03598321980592198,0.15281983806325247,0.2257991257915092,0.4900343902679791
26,-77.01,-12.18,1.0000000000000004e-06,0.035732423849640954,0.15261406937268504,0.23279907528140703,0.5186586912188286
27,-77.0,-12.18,1.0000000000000004e-06,0.03352057735938718,0.1457905291355468,0.21862173256110518,0.4458402884347628
28,-76.99,-12.18,1.0000000000000004e-06,0.03124105785822046,0.13452350782890288,0.21218619339532835,0.4579195033832511
29,-76.98,-12.18,1.0000000000000004e-06,0.033932741292181164,0.14417799887464763,0.22484947787144835,0.4384403744042031
30,-77.03,-12.19,1.0000000000000004e-06,0.03442512817135902,0.14506799489332864,0.22773924329863374,0.528344078512606
31,-77.02,-12.19,1.0000000000000004e-06,0.027863177532367684,0.1206256520043014,0.1881633940612778,0.45006629521740454
32,-77.01,-12.19,1.0000000000000004e-06,0.0334222441012262,0.13830901426664516,0.21798066479512412,0.4622795393770461
33,-77.0,-12.19,1.0000000000000004e-06,0.031359896317046304,0.1396197252494542,0.21327502583525468,0.454116384987702
34,-76.99,-12.19,1.0000000000000004e-06,0.030236059903747156,0.13042075257484292,0.20333005798766668,0.4389850147344957
