site_id,lon,lat,PGV_POE_1.0_yr,PGV_POE_10.0_yr,PGV_POE_50.0_yr,PGV_POE_100.0_yr,PGV_POE_500.0_yr
0,-77.09,-12.04,1.0000000000000004e-06,2.269009695118834,9.894904204099086,15.710325599439207,34.89251379632292
1,-77.05,-12.11,1.0000000000000004e-06,1.9536482693539825,8.522209972109668,12.74357848304506,28.783059349784036
2,-77.04,-12.11,1.0000000000000004e-06,1.8366085052474839,7.683166476394142,11.4790458009975,26.59373578165186
3,-77.03,-12.11,1.0000000000000004e-06,2.209597123226701,9.392244532639644,13.889188187904644,30.926987037054175
4,-77.02,-12.11,0.010913194166083549,2.2874790104507197,9.428462673605056,14.188703538874083,32.97753911982382
5,-77.01,-12.11,1.0000000000000004e-06,2.2286065116690437,9.675483653529202,14.901781875253482,32.625850234814166
6,-77.04,-12.12,1.0000000000000004e-06,1.9299469177019932,8.570315209769648,13.679277656962944,28.737881650355227
7,-77.03,-12.12,0.011402948484645476,2.276787332558493,9.69841630544657,14.59596354254473,31.7893835203358
8,-77.02,-12.12,0.014354910221065708,2.2114381613097898,9.553514986815488,14.485797190202899,32.518250423734955
9,-77.01,-12.12,0.010628379578498862,2.251216392273241,9.718422480609316,15.303858733473854,34.14198470855237
10,-77.03,-12.13,1.0000000000000004e-06,1.8609742347604057,7.849050262894222,12.40367051352034,26.218580245892756
11,-77.02,-12.13,0.010011800448510954,2.230209156553196,9.452505882454604,14.09816979999115,30.97140303962859
12,-77.01,-12.13,0.010617611622181474,2.2501511606742524,9.90717031425809,14.743388990528542,30.66122361278673
13,-77.02,-12.16,1.0000000000000004e-06,2.147502349090903,9.186197200087381,13.820712075453814,31.122631929703363
14,-77.01,-12.16,1.0000000000000004e-06,2.3048138581179165,9.946792788824228,15.30765919295592,33.905968804508774
15,-77.0,-12.16,1.0000000000000004e-06,2.3496598808557736,10.266906249843993,15.695321906039164,33.72550104773001
16,-76.99,-12.16,0.013223218453575184,2.2564844247617306,9.681991705110494,15.108566928448933,34.666237360946965
17,-76.98,-12.16,0.01159315169243849,2.1132108850914357,9.351159898671899,14.070404810442954,30.435494117340017
18,-77.03,-12.17,1.0000000000000004e-06,1.9414994004034378,8.264445902887834,12.954877859530301,29.305850604801698
19,-77.02,-12.17,0.01075506779072224,2.2780253794887537,9.884135967201715,15.135891298818583,32.09343719783095
20,-77.01,-12.17,0.010580799932349713,2.4295686767476625,10.868556394027054,16.98238275832636,36.218716184975335
21,-77.0,-12.17,1.0000000000000004e-06,2.385815460152604,10.268628252928348,15.92062542872126,32.353497031342464
22,-76.99,-12.17,0.013106911246116014,2.229138877105081,9.809534728055494,15.078732782077152,31.255342488293703
23,-76.98,-12.17,1.0000000000000004e-06,2.2201182289834946,9.432130233950783,14.189788145845462,31.031470694782367
24,-77.03,-12.18,0.00950343396381841,1.8635873389104587,8.280705058321171,12.582896171481979,25.976272510549258
25,-77.02,-12.18,0.00994066651826859,2.520833593131555,10.524387839982891,15.89735065183876,36.800316697627096
26,-77.01,-12.18,0.01166937851968472,2.465310900421154,10.371296673899248,15.872823435298459,36.46020114650129
27,-77.0,-12.18,0.01419546776580391,2.2191487102041307,9.626001273547633,14.545115286612807,31.84340583235012
28,-76.99,-12.18,0.013532547285178548,2.019469374523198,8.736006574282946,13.37194613905084,28.369636381894953
29,-76.98,-12.18,1.0000000000000004e-06,2.2627348646036287,9.448560294200801,14.35235984964184,31.242961408807517
30,-77.03,-12.19,0.012570446152462623,2.3652853422573745,10.203804901416603,15.700109696097243,37.01254933200337
31,-77.02,-12.19,1.0000000000000004e-06,1.696199588850413,7.424255793036636,11.547781998362614,24.865002453005836
32,-77.01,-12.19,0.01304084759723617,2.2792053221507778,9.436029961198463,14.621046341141243,33.34743658131348
33,-77.0,-12.19,0.011620902958317216,1.9787461583118655,8.297011255326371,12.808383779721915,30.7710369429549
34,-76.99,-12.19,1.0000000000000004e-06,1.9516953232398535,8.28304994822302,12.66959976844626,27.827148556450897
35,-76.98,-12.19,0.014341300646276572,2.2066212909920964,9.276943156536086,14.212300477656642,30.93158262133162
36,-77.03,-12.2,0.008317006630431263,2.010322698686544,8.7016731039911,13.936713066374264,29.664584528040386
37,-77.02,-12.2,1.0000000000000004e-06,2.6579761820183156,11.240427519511071,17.701020088983267,35.93658280831824
