site_id,lon,lat,PGV_POE_1.0_yr,PGV_POE_10.0_yr,PGV_POE_50.0_yr,PGV_POE_100.0_yr,PGV_POE_500.0_yr
0,-77.09,-12.04,1.0000000000000004e-06,2.3040090942558207,9.929330029681577,15.167814986812962,36.561827789798244
1,-77.05,-12.11,1.0000000000000004e-06,1.994013577868028,8.457693595424988,13.374706965883277,31.341227293618047
2,-77.04,-12.11,1.0000000000000004e-06,1.8436628271752102,8.158099048297327,12.22559358739282,26.41959262905015
3,-77.03,-12.11,0.013245337452835484,2.252416064610558,9.544089161279569,14.61878975759257,32.82220093416821
4,-77.02,-12.11,0.0103576305700468,2.2524742896782777,9.534412848950335,14.28974518962796,31.46966820042195
5,-77.01,-12.11,0.011013869637418473,2.2276871274931977,9.777057652176577,15.078630252011516,31.853156722031525
6,-77.04,-12.12,1.0000000000000004e-06,1.9564671446322732,8.640409775309983,13.274455309221185,26.476802257819987
7,-77.03,-12.12,1.0000000000000004e-06,2.31024897878202,9.381880359327008,14.107497485865737,34.553975923176836
8,-77.02,-12.12,1.0000000000000004e-06,2.2490306468823205,9.539875194522486,14.902522612639945,32.91533824262589
9,-77.01,-12.12,0.008950688759875869,2.261805561829916,9.600641582443584,14.644919516080005,34.72177620598959
10,-77.03,-12.13,1.0000000000000004e-06,1.8767524967258595,7.97587565491914,12.218201799885351,28.059204390158197
11,-77.02,-12.13,0.010975859353955841,2.235822528854852,9.327136991631873,13.65170194359732,31.17025317570677
12,-77.01,-12.13,1.0000000000000004e-06,2.2793111665338968,10.047457082560081,14.920773055867995,32.14960926557784
13,-77.02,-12.16,1.0000000000000004e-06,2.1526832698847125,9.667645547180133,14.609088313989385,33.55577009770527
14,-77.01,-12.16,0.010417062662885987,2.3882087534759435,10.294086917183835,15.381232843531595,34.20834274825689
15,-77.0,-12.16,0.010343863231856393,2.3615338315325607,9.938204379856995,15.218834941470769,32.364638848243025
16,-76.99,-12.16,0.010169467014917518,2.2897037566298817,9.592379839827593,14.648048657733133,34.53643399243385
17,-76.98,-12.16,1.0000000000000004e-06,2.165257977709903,8.797536628149992,13.626058983247773,29.800895636228084
18,-77.03,-12.17,1.0000000000000004e-06,1.9323072552860263,8.164822203359934,12.487599237237669,29.609043243105695
19,-77.02,-12.17,0.010812460511896788,2.281209157310897,9.699999512404062,14.990639001449248,31.56487675794874
20,-77.01,-12.17,1.0000000000000004e-06,2.4376068902056756,10.549753835598288,16.2550686758469,36.70117619338113
21,-77.0,-12.17,0.00971077647708042,2.3403784715854936,10.209705750296711,15.93230177188673,36.12806985630782
22,-76.99,-12.17,1.0000000000000004e-06,2.2138482402134163,9.590779632288244,14.47239563878495,35.19489226183655
23,-76.98,-12.17,1.0000000000000004e-06,2.215857333557107,9.497045756572408,14.476358282848132,32.01157912615075
24,-77.03,-12.18,1.0000000000000004e-06,1.8835790597044444,8.205262937883049,12.864689464076122,26.70251875510166
25,-77.02,-12.18,0.00973281800126727,2.49564882644703,10.915590330513078,16.56997863903851,36.86361383893557
26,-77.01,-12.18,1.0000000000000004e-06,2.4772218402162727,10.6863337543732,16.614850643643596,33.10613975917128
27,-77.0,-12.18,1.0000000000000004e-06,2.266657644526232,9.63511669810607,15.031634672163717,34.41806254128779
28,-76.99,-12.18,1.0000000000000004e-06,2.0157023825915132,8.664231420831921,13.745984989853321,29.409863417176442
29,-76.98,-12.18,0.010293903018325386,2.3183943114826735,9.59184409723359,14.271647309382807,31.96807397237
