site_id,lon,lat,PGA_POE_1.0_yr,PGA_POE_10.0_yr,PGA_POE_50.0_yr,PGA_POE_100.0_yr,PGA_POE_500.0_yr
0,-77.09,-12.04,1.0000000000000004e-06,0.03684008222716821,0.16123483963056578,0.25879964498997865,0.6176889033797153
1,-77.05,-12.11,1.0000000000000004e-06,0.0323177279989995,0.1472849266453822,0.248403391238535,0.5704502317499
2,-77.04,-12.11,1.0000000000000004e-06,0.0317494833104916,0.15348639262252392,0.24537996173360602,0.5696120348167091
3,-77.03,-12.11,1.0000000000000004e-06,0.03501139557352046,0.1728700447358891,0.2809692092044653,0.6855444539041683
4,-77.02,-12.11,1.0000000000000004e-06,0.03588303656540913,0.16990040129271552,0.27384308595233653,0.6975620132664978
5,-77.01,-12.11,1.0000000000000004e-06,0.03560476902400034,0.1635598267498103,0.27241465045341884,0.7022363083007915
6,-77.04,-12.12,1.0000000000000004e-06,0.03256542239763274,0.159499544836717,0.2570748348870563,0.6671150227624104
7,-77.03,-12.12,1.0000000000000004e-06,0.03625978087877722,0.16892693040171242,0.2854591516209243,0.6997900259934752
8,-77.02,-12.12,1.0000000000000004e-06,0.0354046021218467,0.1624379610306174,0.26419976103628656,0.6858499985712894
9,-77.01,-12.12,1.0000000000000004e-06,0.03651991417540218,0.17498523399668017,0.2786205226374417,0.6919531657923255
10,-77.03,-12.13,1.0000000000000004e-06,0.031246437561694883,0.15049704284597296,0.24667428360607305,0.5909907419197095
11,-77.02,-12.13,1.0000000000000004e-06,0.03622758224670783,0.16556444224420983,0.27462125509775503,0.7151405897931878
12,-77.01,-12.13,1.0000000000000004e-06,0.0360980445827704,0.1629876608630025,0.26605574394042975,0.6601432404884623
13,-77.02,-12.16,1.0000000000000004e-06,0.03527439567240345,0.16382998665108603,0.2561036078862008,0.5779042486125855
14,-77.01,-12.16,1.0000000000000004e-06,0.03751679815098978,0.18029490228887682,0.2817899412484904,0.7244953950319046
15,-77.0,-12.16,1.0000000000000004e-06,0.03604171277854092,0.17539648145696232,0.2873814352651438,0.7794575465547172
16,-76.99,-12.16,1.0000000000000004e-06,0.036584890169194875,0.1673988761953593,0.2742964796269951,0.7431392350876693
17,-76.98,-12.16,1.0000000000000004e-06,0.034445727867591085,0.161970663082284,0.2692021735386541,0.6408497513845001
18,-77.03,-12.17,1.0000000000000004e-06,0.0330172908200216,0.15436719866564608,0.25766761717864467,0.5807541257174125
19,-77.02,-12.17,1.0000000000000004e-06,0.03572717716588116,0.16423558711216843,0.269003308281257,0.6902826842748359
20,-77.01,-12.17,1.0000000000000004e-06,0.03738833182888696,0.17010150725218473,0.27481947476495366,0.6723420439122213
21,-77.0,-12.17,1.0000000000000004e-06,0.03694476508827505,0.17287435476083046,0.26104607715298755,0.6856595890526697
22,-76.99,-12.17,1.0000000000000004e-06,0.0362825039042424,0.16955219564669485,0.27972256212407615,0.6751577046174361
23,-76.98,-12.17,1.0000000000000004e-06,0.03591529759938062,0.16539423751139082,0.26291901148063,0.6614698537526524
24,-77.03,-12.18,1.0000000000000004e-06,0.03174949791015714,0.14656156442636523,0.24039863905189465,0.6343472279400876
25,-77.02,-12.18,1.0000000000000004e-06,0.03787449906083965,0.18298725706143693,0.29460186000176963,0.7068316232597529
26,-77.01,-12.18,1.0000000000000004e-06,0.03834941451797861,0.17873634607188485,0.29158915129529306,0.696341526842925
27,-77.0,-12.18,1.0000000000000004e-06,0.03580627814386066,0.17312215666407482,0.27442967197934454,0.6969663958516449
28,-76.99,-12.18,1.0000000000000004e-06,0.033101946696439455,0.15496942969131022,0.2522809755240998,0.648402082313033
29,-76.98,-12.18,1.0000000000000004e-06,0.03578225575132212,0.16766924346641018,0.2750966834850633,0.6349707097838966
30,-77.03,-12.19,1.0000000000000004e-06,0.03642529985737595,0.17782695600581488,0.2841101353213313,0.6720371035223444
31,-77.02,-12.19,1.0000000000000004e-06,0.03002854122566533,0.13949990956638575,0.22808661062796023,0.5536594733769111
32,-77.01,-12.19,1.0000000000000004e-06,0.0355244617355445,0.16777477465092905,0.2643217222093315,0.5839205058589434
33,-77.0,-12.19,1.0000000000000004e-06,0.03362881181491225,0.15552162732440394,0.2542154019749649,0.6459110997709437
34,-76.99,-12.19,1.0000000000000004e-06,0.0325068154821477,0.15250304533901748,0.25079984033127123,0.6802235128614802
35,-76.98,-12.19,1.0000000000000004e-06,0.0354703395451375,0.1715735713449912,0.28146173311309525,0.7043564621792223
36,-77.03,-12.2,1.0000000000000004e-06,0.0330168137354527,0.15995123107319084,0.26696194332589734,0.6923413490479777
37,-77.02,-12.2,1.0000000000000004e-06,0.038233060593890936,0.18641871051454484,0.29669002959334484,0.6958135931521822
38,-77.01,-12.2,1.0000000000000004e-06,0.040519335008878075,0.18409482989650905,0.3116107483431312,0.7761917650231781
39,-77.0,-12.2,1.0000000000000004e-06,0.03538500247287569,0.1686462711953217,0.2766925771237437,0.6341644587040625
40,-76.99,-12.2,1.0000000000000004e-06,0.03390603100111111,0.15966225976603116,0.2627665457649464,0.571509707920029
41,-76.98,-12.2,1.0000000000000004e-06,0.033688457648403836,0.15964203036071883,0.2587764229456966,0.6411603094232428
42,-77.02,-12.21,1.0000000000000004e-06,0.03878858546606531,0.18644789625802863,0.2961239587185943,0.6894310237530007
43,-77.01,-12.21,1.0000000000000004e-06,0.039213140918400356,0.17459473704343503,0.28792401406552437,0.7097181266940376
44,-77.0,-12.21,1.0000000000000004e-06,0.039181566500315936,0.17861309220000857,0.30085351788774894,0.8792707995135075
45,-76.99,-12.21,1.0000000000000004e-06,0.03475355057990808,0.1638857725434741,0.2560141972939555,0.7044951635173321
46,-76.98,-12.21,1.0000000000000004e-06,0.034240747715414716,0.15647923613324377,0.25283941225570233,0.7075801023388852
47,-77.0,-12.22,1.0000000000000004e-06,0.03842464671027407,0.1767248967148563,0.2802679145246145,0.6644646125423338
48,-76.99,-12.22,1.0000000000000004e-06,0.039339111513089456,0.18366919319802189,0.28658884272179946,0.7312305973364328
49,-76.98,-12.22,1.0000000000000004e-06,0.03768634797799811,0.1762012830586601,0.2766649970394975,0.6710359113229084
50,-76.99,-11.99,1.0000000000000004e-06,0.029513364541506697,0.1376984044970439,0.22564607885775384,0.5582201399427161
