site_id,lon,lat,PGD_POE_1.0_yr,PGD_POE_10.0_yr,PGD_POE_50.0_yr,PGD_POE_100.0_yr,PGD_POE_500.0_yr
2049,-77.0,-11.97,1.0000000000000004e-06,1.0000000000000004e-06,121.88880354677327,190.06485790094652,296.1858483032723
2050,-76.99,-11.97,1.0000000000000004e-06,1.0000000000000004e-06,41.79554996906706,142.70213700195376,268.1386383647547
2051,-77.11,-12.08,1.0000000000000004e-06,1.0000000000000004e-06,64.81552680667288,164.15350421186844,282.8018043967662
2052,-77.1,-12.08,1.0000000000000004e-06,1.0000000000000004e-06,86.63569010579785,175.26917406804162,292.6088065879683
2053,-77.09,-12.08,1.0000000000000004e-06,4.3536991251386254,161.1054478928663,204.5307777001197,302.5552675049824
2054,-77.08,-12.08,1.0000000000000004e-06,3.4319267005127623,157.76872829843865,200.87540873347777,303.04247986277636
2055,-77.09,-12.09,1.0000000000000004e-06,1.0000000000000004e-06,37.855297145211374,138.13152217286176,266.2781433714529
2056,-77.08,-12.09,1.0000000000000004e-06,2.8024732547708573,160.09757360871848,204.84510144401185,308.11930744705637
2057,-77.03,-12.06,1.0000000000000004e-06,1.1833287808848871,139.23834401522132,192.92567133614133,300.0784710233497
2058,-77.02,-12.06,1.0000000000000004e-06,1.477393591428801,154.16126848999195,199.40314550484976,305.923352982511
2059,-77.03,-12.07,1.0000000000000004e-06,2.8180730180418707,158.46122220766316,203.09447344915677,304.2941714543297
2060,-77.02,-12.07,1.0000000000000004e-06,0.783017089393967,138.23305282126378,192.38835932339535,300.43988567398253
2061,-77.02,-12.08,1.0000000000000004e-06,1.0000000000000004e-06,129.95638952644163,189.0782204875695,296.65995980511315
2062,-77.07,-12.04,1.0000000000000004e-06,0.8943845387379649,148.22157299532236,200.66706153159697,305.7243291900191
2063,-77.06,-12.04,1.0000000000000004e-06,1.2258267228879245,145.7280728827927,198.3969339867695,305.1538507845528
2064,-77.05,-12.04,1.0000000000000004e-06,3.3454823645792895,160.69056085731347,204.19287231728637,303.4979656549954
2065,-77.04,-12.04,1.0000000000000004e-06,3.333526605684524,159.8256251890444,203.46489869441436,303.89518336913005
2066,-77.03,-12.04,1.0000000000000004e-06,1.0000000000000004e-06,124.91102365365465,187.38082772333544,296.56472068002836
2067,-77.02,-12.04,1.0000000000000004e-06,1.0000000000000004e-06,58.062585928806364,162.79406099300795,281.3078679406534
2068,-77.07,-12.05,1.0000000000000004e-06,1.3900633602855754,144.57991207732718,199.5942363302397,310.54712928607535
2069,-77.04,-12.05,1.0000000000000004e-06,0.5408285837611126,138.01392943594604,191.42479244978162,298.51752575975803
2070,-77.03,-12.05,1.0000000000000004e-06,0.4105197297932347,131.53646627435126,184.73686220189325,297.12227220688635
2071,-77.02,-12.05,1.0000000000000004e-06,1.5345754985477749,144.05812645618516,196.49273702233714,303.6834584242511
2072,-77.07,-12.06,1.0000000000000004e-06,0.7636160832766103,136.2984701296697,193.93140216602615,303.7184177788203
2073,-77.04,-12.06,1.0000000000000004e-06,0.37582753746330855,136.34036226904365,193.48239604431274,303.7184177788203
2074,-77.07,-12.07,1.0000000000000004e-06,2.3902439815889234,155.0625908284142,200.6629131951146,301.3827364878068
2075,-77.04,-12.07,1.0000000000000004e-06,0.7262754666339664,137.60000749133084,198.1307835712586,301.6409075887198
2076,-76.64,-12.22,0.018512871589923926,0.018512871589923926,0.018512871589923926,6.660117987655147,70.97188203342584
2077,-76.64,-12.23,0.018088505500919613,0.018088505500919613,0.018088505500919613,5.599829079738232,67.73103065322583
2078,-76.63,-12.23,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,6.919008798693539,72.77016454887192
2079,-76.64,-12.24,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,6.666160616755088,103.88305452709052
2080,-76.63,-12.24,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,6.5640375205064405,81.27365856395204
2081,-76.64,-12.25,0.018088505500919613,0.018088505500919613,0.018088505500919613,6.771305029608636,64.93093908603251
2082,-76.63,-12.25,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,6.957393000250476,84.1066510248563
2083,-76.64,-12.26,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,8.004718578595709,93.30458077099445
2084,-76.63,-12.26,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,6.172160423636127,78.42036267928725
2085,-76.64,-12.27,1.0000000000000004e-06,1.0000000000000004e-06,7.014394695636088,28.138743905295964,185.47726712774332
2086,-76.64,-12.28,0.017668191311886707,0.017668191311886707,0.017668191311886707,8.131191240311981,72.77016454887192
2087,-76.81,-12.35,1.0000000000000004e-06,1.0000000000000004e-06,13.847524258958469,45.55054099678192,229.38553850077136
2088,-76.8,-12.35,1.0000000000000004e-06,1.0000000000000004e-06,24.066258337943992,77.23856241281516,247.62726787237838
2089,-76.79,-12.35,0.018512871589923926,0.018512871589923926,25.455263542593553,90.51325264622176,240.43681496381018
