site_id,lon,lat,PGV_POE_1.0_yr,PGV_POE_10.0_yr,PGV_POE_50.0_yr,PGV_POE_100.0_yr,PGV_POE_500.0_yr
0.0,-77.09,-12.04,0.006300362147702324,2.185505072906242,4.78255074323604,6.232745006380786,10.882792562215647
1.0,-77.05,-12.11,0.004938913915128274,2.1733647965610725,4.688287244966163,6.220999515928413,10.611293386665993
2.0,-77.04,-12.11,0.006356524261710584,2.159649846279074,4.75862741035979,6.155305077564083,10.739797701413378
3.0,-77.03,-12.11,0.004836338171248072,2.162120152908922,4.593582205067865,5.993425299397353,10.248611783283339
4.0,-77.02,-12.11,0.005661058339328195,2.2079323654014416,4.796544224571532,6.199029210115378,11.001096525658186
5.0,-77.01,-12.11,0.006040230503569946,2.189741896371885,4.680409932251658,6.1148103104559635,10.425981552113484
6.0,-77.04,-12.12,0.005414367308998578,2.2279454333956394,4.700411423652687,6.177027997581586,9.959335682323559
7.0,-77.03,-12.12,0.0055000564918115296,2.198818005465403,4.806070458399808,6.263004445615324,10.479276470970431
8.0,-77.02,-12.12,0.005260672723828364,2.2096156999125087,4.746239983931717,6.205701477957654,9.995619973876238
9.0,-77.01,-12.12,0.0065014737565007984,2.1861632576507954,4.7245192268210365,6.086702569909892,10.337241023713762
10.0,-77.03,-12.13,0.005114871343363767,2.1732954987797526,4.631349969219686,6.153977421203241,11.29231076422467
11.0,-77.02,-12.13,0.004958158126070927,2.170329440853137,4.647855968706679,6.115684717610696,10.980856012307559
12.0,-77.01,-12.13,0.005100493879854441,2.1531441063142287,4.588528210490276,6.079220311252727,11.009536453342351
13.0,-77.02,-12.16,0.007130931962571543,2.1500109750549465,4.681256472291023,6.065789416163687,10.507505037452535
14.0,-77.01,-12.16,0.005733707397433133,2.1756314440088556,4.65059354980007,6.124647584697351,10.645512469044071
15.0,-77.0,-12.16,0.0048491432688353335,2.1853172659404096,4.713127751506138,6.192294779489792,10.641276379553336
16.0,-76.99,-12.16,0.005534957046251851,2.213147277492201,4.704578442120244,6.199114597003008,10.13919961601944
17.0,-76.98,-12.16,0.0052801238269542345,2.20402697317471,4.676591143970104,6.08958231675691,9.71463001071428
18.0,-77.03,-12.17,0.0054291752069905485,2.1995341263797417,4.7323510305566305,6.000361341699972,10.443166163807241
19.0,-77.02,-12.17,0.00472811400714845,2.201100234502522,4.736695132188047,6.084059277508482,10.052690067928697
20.0,-77.01,-12.17,0.004806540779308217,2.185849371894804,4.666047794665479,6.078372184447105,10.337010035124006
21.0,-77.0,-12.17,0.00454499584313058,2.176697697214682,4.649597396200015,6.2202875087074085,10.384279782292664
22.0,-76.99,-12.17,0.004608827591727563,2.1732922440750846,4.7084264777526865,6.324646980957521,10.846321136238771
23.0,-76.98,-12.17,0.004629559598690986,2.1730470416132035,4.6976573495179865,6.072716731917842,10.364671287999046
24.0,-77.03,-12.18,0.005008254789035571,2.166367378635878,4.683633328850078,6.18249068432058,10.629265185230347
25.0,-77.02,-12.18,0.005470373190120081,2.184799074301231,4.727882193198555,6.235614702427262,10.286017557712816
26.0,-77.01,-12.18,0.00565029885033017,2.153580690204209,4.66871161690338,6.038234438977295,10.708285121497902
27.0,-77.0,-12.18,0.005382671623257967,2.152474190602509,4.623726879933764,5.9624566133285235,10.539765730515322
28.0,-76.99,-12.18,0.005452397526117387,2.1557735496027584,4.6875698454084995,6.124942666411528,10.420262548655435
29.0,-76.98,-12.18,0.005110419639872965,2.15113868750848,4.585715982929616,6.017259950043307,11.471845079856337
30.0,-77.03,-12.19,0.006229816249382321,2.174441296889394,4.715085011674098,6.253078821702718,11.439142591385114
31.0,-77.02,-12.19,0.005728876703481472,2.1772842667264922,4.655270470492115,6.088845580975975,10.763691723878724
32.0,-77.01,-12.19,0.0043749113599317255,2.171261954235104,4.614184413064022,6.008522738520845,9.997071286872785
33.0,-77.0,-12.19,0.005731895280572788,2.1938821155580746,4.666696562431411,6.063367161186165,10.477007298699965
34.0,-76.99,-12.19,0.005850881899632973,2.207839914377107,4.682901405992561,6.095839322954535,10.495916416497996
35.0,-76.98,-12.19,0.005808529341775511,2.1863903925110564,4.636345195643608,6.133624798816515,10.925522971904876
36.0,-77.03,-12.2,0.006199082918224734,2.1952100199980715,4.644643511832332,6.070832801920911,10.2077267799718
37.0,-77.02,-12.2,0.00550226379347841,2.209912624613037,4.735891994791956,6.020743104998889,10.195375109831142
38.0,-77.01,-12.2,0.005513402477633399,2.196795707598404,4.722709999464126,6.099534136754383,10.637516018928988
39.0,-77.0,-12.2,0.005069930150444072,2.2136591091370224,4.672719208324072,6.143080546172941,10.375793567707149
40.0,-76.99,-12.2,0.007254529565045975,2.195499917091808,4.73549356872128,6.092711583022556,9.910451012263435
41.0,-76.98,-12.2,0.005077726375062976,2.2013924800998357,4.650918150734354,5.92483003387699,10.03576029121424
42.0,-77.02,-12.21,0.005694765702438745,2.176452451888871,4.593820358833352,6.011137268842984,9.940983073850122
43.0,-77.01,-12.21,0.005540240531719865,2.178684414165203,4.601305198974461,5.905078408531934,10.298052677192047
44.0,-77.0,-12.21,0.004614625028937936,2.1788140156445763,4.739880724706321,6.1079114672068275,10.346835339016408
